"","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1"
"dehH",1.09255784081529,1.92968825402953,1.29458041958042,1.29131951172253,0.83223026973027,0.970445190851551,1.2206043956044,1.19332831972497,0.58575622275348,2.14320169796758,1.71456135837407,0.981343503357286
"dmsA",1.19118711590345,0.745127147595563,0.533213321332133,1.3296755368232,0.428474990356178,0.832725246275258,0.628429985855728,0.409591238453454,0.603154922439227,0,0.772401404020001,1.13680386032478
"dnaK",0.602151645176417,0.75333175082234,0.606470106470106,1.05864932943019,0.38987363987364,0.909245944581634,0.571814671814672,0.745382253762142,0.548816641138396,0.502011208532948,0.702815691946127,0.459728488059269
"DpiB",1.1624144802536,0.872554688778572,1.87320158102767,1.16780199320994,0.752625635234331,1.17015999824419,1.10385093167702,2.15836774350255,0,0.969099898211429,1.55055983713829,3.32803448964645
"dsrA",1.12270623974016,0.85875885746484,0.749932747843975,0.672070555274217,0.75328066189685,0.761265969266781,0.773368146214099,0.684077969183793,0.742263760077517,0.969943327191596,0.717758062121781,0.643979983926365
"dsrB",0.830081232988344,1.1250273908788,0.766364812419146,0.781807932064872,0.559844424656844,0.957472443582729,1.14954721862872,1.17737610846517,0.788080817158628,0.720869911347441,0.663200318439646,0.561130437883468
"Endochitinase",0.929608242205595,0.790841175967598,0.973726134783158,0.933916753957883,0.722269385690804,1.02938275228018,0.529664216173257,0.747973986216113,1.27090362655832,1.55002069950368,0.775010349751838,1.2420341975732
"Endoglucanase",1.12116751482525,1.8342413081313,1.04234604105572,0.43321686844885,1.11679932970256,0.868183224503753,0,1.86826455217156,0.393023530105561,1.4380192037976,1.58182112417737,1.64612458627674
"exaA",0.97629755504446,1.4093228821564,1.51276813074566,1.50895763167577,1.45874069750474,1.70100505362744,1.42632423756019,1.39445107024041,0.342239590822258,1.87831160046597,1.62787005373718,2.15013464218731
"Exochitinase",0.942598921487699,1.07204903001641,0.69044289044289,1.29131951172253,1.10964035964036,1.2939269211354,0,1.06073628419997,3.12403318801856,0,0.857280679187034,0.327114501119095
"fcbA",1.21525150208331,1.52036044256872,1.22396694214876,3.05220975498054,0,3.05837272268368,0,1.88039614017268,0,0,1.01314989358468,1.15976959487679
"fdx",0.24755123190586,1.2388122124634,0.997306397306397,0,0,0,0,0,0,0,0,0.944997447677386
"fhs",0.760767200491181,0,0.437841832963784,0,0,0.273513007719678,1.03205574912892,1.00899305082436,1.48582066259419,0,1.08728281262746,0.207438464124304
"fnr",0.92889913664989,1.00483592468623,1.04107533010354,0.877071768672568,0.904409070553271,0.79095846276302,0.994849977608598,0.886163698242296,0.763870183904225,0.931632086054875,0.826823476373701,0.959809319898035
"gcdB",0.660136618415627,1.03234351038617,0.997306397306397,0,0,0.83066913455606,3.13439153439153,0,0.752082063782247,0,1.65105908584169,1.88999489535477
"gdh",1.01270958506943,0.760180221284362,0.815977961432507,0.508701625830089,0,0.254864393556973,0,0.313399356695446,0.461504902775469,1.68858315597446,0.168858315597446,0.386589864958931
"glnA",0.906831727412529,0.894258297025658,0.902590147282885,0.750263850386277,0.552606212622174,1.12766815473253,0.50655569490366,0.957456294836526,0.972364679431157,0.444718628468932,0.996169727770408,1.09960596864615
"glx",1.02828973253204,1.12565148151723,1.81241258741259,1.61414938965317,3.32892107892108,0.646963460567701,0,1.19332831972497,1.75726866826044,3.21480254695138,1.92888152817083,0.981343503357286
"groEL",1.13988706784559,0.388929415540836,0.208738548273432,1.04106379239646,0.670945333736031,0.521582944953805,0.984053156146179,0.641375427655797,0.944475149866077,0.863926265847398,0.345570506338959,0.9889508173368
"groES",0.646827412399183,0.539482737685676,0.868621700879765,2.16608434224425,0,1.08522903062969,0,0,3.93023530105561,0,1.4380192037976,0
"grpE",0.888532100233534,0.79637927944076,0.854834054834055,0.732772580064771,1.03038033395176,0.400501189875243,0.25187074829932,0.574565487274984,0.483481326717158,0.663371954132824,0.353798375537506,0.658123222489608
"gyrB",0.89275658482179,0.775506435423159,0.66503848973607,0.693823890875112,1.00337439777964,0.678268144143557,0.767799539170507,0.688088506938187,0.890443935395412,0.617898876631783,0.696540551839465,0.501553584881194
"hao",0.342763244177345,0.857639224013126,1.38088578088578,0.86087967448169,0,0,0,0,3.12403318801856,0,1.14304090558271,0.654229002238191
"hcaB",1.38287239892239,2.01840955306537,1.39278996865204,0.578867367323895,2.98454993282579,0.580036206026215,0,0.71325370834136,3.15096450860493,0,0.768596470995272,2.19956302476633
"hdnO",1.16967957075519,1.2542973651192,2.01954545454545,0.839357682619647,4.3275974025974,2.52315749621403,3.17357142857143,1.03421787709497,0,2.78616220735786,1.11446488294314,1.27574655436447
"hlyA",0.967920472305106,0.55637456508875,1.42277174879915,0.657031454105399,0.338755178285511,0.921701368480012,0.993681856304166,0.404781947982377,0.953716589688641,1.09047444514985,0.959617511731865,1.14842155578798
"hlyD",1.08047736933347,1.00595277403043,1.21476418318524,1.32530160413629,1.62691631676594,0.948555449704524,1.19307196562836,1.24417188221952,0.916069882200932,0.628457640757412,1.00553222521186,1.4867723001992
"hmgA",0.819721532065632,0.867752894107621,1.52418524871355,1.10858561855425,2.85784734133791,1.110824054937,0.598787061994609,2.53676083061031,0.862056327825877,2.1027639300814,1.57707294756105,1.56459483082435
"hmgB",1.14197000447025,1.76484051373555,1.35312928277752,1.51843600875916,1.73973764928539,0.676223114563225,1.27580760947595,3.32612784593358,1.22449542042939,0.560032604494042,1.56809129258332,1.4103730751768
"hmgC",1.2842395786208,1.53363869970906,1.76379515680826,1.46612695654087,1.51182442012136,0.881452400424116,1.10867124142233,0.54194823253885,1.33010146651445,0,1.55733084079391,1.11418913044932
"hrcA",0.762420143892574,1.36716823067492,1.12623574144487,0.702124297248374,1.15183200829589,0.831458743999555,0.482672460619229,1.65160269345965,1.27396410423951,0.635626359093048,0.847501812124064,1.11567189164954
