"AcanQuad_1","ArioFeli_2","ChaeFabe_1","ChilShoe_1","ChilShoe_2","GimnMicr_1","GimnMicr_2","HaemBona","OpsaBeta_1","OrthChry_2","PrioPunc_1","SphoSpen_1","SphoTest_1","SphoTest_2","SphoTest_3","SynoFoet_2","SynoFoet_3","UrobJama_1","Sdmt_A","Sdmt_B","Sdmt_C","Wtr_A","Wtr_B","Wtr_C"
11424.9389,73764.5213,44590.0159,70476.8718,19492.4554,48974.3934,49267.5309,84253.1261,14454.3176,19421.9786,49206.4135,44117.926,71394.5647,93740.3624,23650.0631,58661.0722,29653.1369,27871.8163,45439.329,14914.3464,13164.1706,22806.3682,47099.5015,23314.9507
0,3633.385,0,0,0,0,0,0,0,0,6331.7833,0,0,0,16311.6836,3907.6974,0,0,3873.6333,14153.7856,3341.6781,3339.7987,2535.2617,2503.1168
6045.1954,0,0,5761.0361,5226.1492,4743.461,7798.802,7277.5382,4843.5723,0,7087.6777,5368.8889,6937.1833,0,0,3660.0869,5073.1614,6188.1747,0,0,0,0,2471.7364,0
6839.8795,3339.4001,6779.5033,5998.8646,5877.6963,5097.3238,7318.4255,8018.2448,5211.7073,5029.6903,7194.5697,5456.4074,7082.8725,3647.2494,5277.1362,3516.7135,6124.2965,5923.274,0,4356.87,4437.215,0,2632.3738,3496.5105
13013.7974,7283.6861,17902.6778,12955.8222,22917.0472,9848.4678,14910.7348,22443.1648,12932.0383,16251.5467,0,16912.6631,14254.1884,4928.179,0,11462.3442,12919.4064,12596.4372,2048.4137,5992.5339,8016.3091,0,4932.7895,7263.4162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3427.4849,0,3587.2121,4785.9775,0,7211.5085
0,2641.8419,0,2370.1148,0,18178.7238,11025.8434,0,0,2680.6694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6575.3177,7181.7332,7641.1641,4056.1174,0,3353.5151,0,0,0,5511.7424,0,6161.2779,0,10778.8811,3726.1721,0,5452.2721,8945.4695,3833.9263,3261.4968,0,7349.9488,4165.4512,3832.4432
7706.5199,11056.4939,0,5083.9768,8591.4015,0,0,0,4037.4762,10161.9866,5374.6926,0,5233.5776,0,6931.9554,4221.1339,0,6282.4229,19097.7516,9165.34,21224.5555,5816.9051,4965.2519,5742.2997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20443.1785,10696.5494,10597.4627,19932.6361,8903.0242,10208.4993,8610.9105,12222.5635,7277.4308,6602.4366,107341.9409,99054.7149,15507.1313,12048.5471,14603.9514,11748.9298,14220.5517,14079.9547,6675.5193,4888.3159,6717.5553,9521.8486,13666.7347,13241.6933
0,2855.9765,0,2167.6764,0,0,0,0,0,0,0,3514.513,0,2281.2315,0,0,0,0,0,0,0,0,0,0
32665.8183,32719.9262,13165.2659,38891.0455,35530.001,21975.9526,22466.5573,26144.1085,20074.6454,13211.0995,38972.8965,20517.4753,26194.5958,12822.6404,48272.2468,51535.448,25717.595,29175.74,12488.8967,14137.6131,8605.5939,8731.1577,16765.7891,21751.3335
0,2740.3011,0,0,0,0,0,4633.2291,0,2605.2374,0,4252.05,0,3592.0759,0,3585.8556,0,0,0,0,0,0,0,2025.0655
7932.4375,5712.3131,5736.0563,7579.5628,5761.9517,6176.4946,7310.8732,6766.5662,4924.5804,6996.1946,6704.4798,4543.0984,8033.7334,5895.5745,7495.2404,4453.73,6256.702,6936.2755,2417.2264,2294.2289,4159.8684,0,4171.7112,3825.4097
0,0,0,0,0,0,0,0,0,0,0,0,0,2180.4313,0,0,0,0,0,0,2580.1095,0,0,2185.711
5490.939,5849.863,11101.2931,6515.6399,23338.7255,5500.0367,9413.7604,14177.9163,8294.9337,16573.5914,10098.6906,16841.1872,7327.7847,7264.0116,5137.5497,8334.6457,6616.3317,7112.5031,0,2370.1909,4499.3011,2429.9053,3422.0785,3922.1418
0,0,0,0,0,3301.47,8647.1868,0,0,0,0,3525.389,0,0,0,0,3636.5314,0,0,0,0,0,0,0
5705.5543,7007.5778,3619.1027,0,0,3976.5427,3727.61,5645.3295,4764.0148,8221.7693,3445.2343,7311.063,6924.0956,10293.7396,4536.0291,17894.6321,4714.7429,4533.5673,2734.8818,2673.1287,5792.7005,7404.2026,7066.6702,8390.271
0,0,0,0,0,0,0,0,2864.2366,0,0,0,0,0,0,0,0,0,0,0,2320.4907,2203.4583,2652.3285,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2629.9155,0,0,0,0,0,0,2008.0916,0,0,0,3128.5822,2021.4124,0,2665.8358,0
4433.9449,2429.7362,5863.108,4114.3534,4125.5766,3843.8257,5154.9619,5062.3298,3265.1824,4240.7584,5054.0628,4428.8422,5558.4362,3596.6022,4070.246,2878.1844,4446.9144,4081.7536,0,3242.5935,3090.7111,0,4208.122,2212.858
0,0,0,0,0,0,0,0,0,3104.0237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2253.2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3943.4215,4383.2129,0,0,4256.955,0,4643.3773,0,0,8896.9838,4038.2256,0,2876.98,0,0,4377.0577,4322.1772,0,0,3088.7012,0,2390.9804,3041.3461
0,0,7424.0574,0,0,5453.957,0,0,2513.875,0,0,0,0,2466.4437,0,0,3933.017,0,0,0,2673.6942,3732.2493,3669.8527,0
0,0,3630.2606,0,0,0,0,0,0,0,0,0,0,2050.7567,0,0,0,0,3013.8694,13537.3509,3828.5223,4103.7942,2447.1835,7282.4678
26734.5802,20679.4288,35072.9451,28928.4019,36298.1509,20496.1435,30053.9583,41332.6338,28707.2044,30780.3018,36533.69,40903.3849,35302.4241,14723.0163,26953.8121,19267.5029,31264.2753,25012.14,3287.7613,11270.961,16729.4782,3092.7407,11169.1959,16658.5953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364.5657,5239.9998
4635.5796,2352.7914,3880.1739,3778.5694,3473.9035,3860.1337,4900.1431,5897.8357,4438.4403,6181.3681,3393.9327,2861.9002,3199.9897,2486.8898,3990.0881,5704.3558,3967.9145,4647.0273,0,0,0,0,2618.6167,2463.8268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687.6172,0,2053.8551,0,0
0,0,4989.8082,4872.1542,18910.7079,0,0,9267.6005,0,9072.0601,0,5527.7134,0,2487.15,0,3709.6781,0,0,0,0,3985.8889,0,0,0
0,0,5195.4156,0,7451.0411,0,0,0,0,0,0,4703.9686,0,2953.8222,0,3333.4668,0,0,0,0,0,0,3171.4262,0
7066.8062,0,0,6241.7441,3859.01655,6238.7161,2284.4899,8807.78855,4837.28375,0,3529.7674,7711.0913,9282.11085,5031.9576,7077.48945,6230.3193,12938.77455,7100.4611,10534.8045,9449.0787,8930.5336,5518.16175,11609.94905,8191.3162
0,4693.3129,0,0,0,2753.3335,0,0,0,5201.468,0,2779.8773,0,2114.9047,0,3792.6486,0,0,2074.412,0,0,4140.0687,4960.8536,7388.0074
8828.2258,5415.3749,0,7436.6259,6701.0328,0,0,0,0,0,0,5159.1669,9723.5413,5051.8705,5835.1345,0,5605.8625,6873.5411,3907.9447,5324.2441,0,3963.4122,5260.8366,5131.4619
3812.5974,2430.9488,3908.0145,0,0,3607.7202,0,0,0,0,0,0,4710.1209,2479.3201,0,0,3875.4976,0,2239.7743,16935.4943,40766.7858,2407.968,2946.3514,2499.4814
45740.7371,23783.2641,0,38857.7424,23981.3968,13043.2249,16948.5165,6231.6992,12060.9081,3567.4481,20685.0603,28451.5011,6036.365,4595.8115,41588.185,8626.6084,21442.0687,24698.6231,4767.3488,2775.0486,0,4687.0069,5991.002,6073.2102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5464.9566,3549.3567,0,2585.1418,2340.9605,3884.4941,4291.3461,5594.6454,5969.441,5425.7342,0,5280.7122,7620.2539,4296.8187,6139.8598,2081.8739,13637.3519,0,4885.3705,10530.2896,9795.5948,8521.069,8707.2056,3024.3059
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140.5938,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17173.7265,12893.3981,0,23812.3136,18110.0558,0,7701.6965,0,3963.0413,0,4576.7461,7894.8983,12724.2228,0,15951.5179,5081.0291,10367.9018,12964.6216,37446.0674,7623.5098,3020.9466,6504.4779,5466.519,4003.3578
0,0,0,0,0,2061.8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210.097,0,0
3492.78825,6612.1803,6056.94445,0,2274.6536,3674.6327,0,0,0,4834.8327,5511.953,6579.422,0,3014.6405,5965.5853,9498.43215,3148.8174,0,10442.75115,18637.1907,6213.7842,6132.13295,6067.87825,5838.03235
5024.8699,10229.8978,4376.8657,8530.6992,0,4533.1749,0,4180.557,0,0,0,10371.4307,5495.3059,5013.3453,5264.3601,3410.093,3769.1011,7399.666,2161.2597,2050.7621,2424.2189,2944.2744,0,5025.685
0,0,0,0,0,0,0,0,0,4028.7515,0,0,0,0,0,0,0,0,18477.9079,0,8249.3128,0,0,0
15146.7359,9539.1628,20487.3189,16507.4126,20457.5575,11126.1416,14580.5406,24295.7659,16749.7536,18429.2335,23814.5794,24035.5424,19376.7743,10788.8875,13352.511,12786.6946,16639.8561,15693.3758,2063.9607,6197.2991,10340.8038,0,7360.2932,8070.729
17459.6606,9633.9202,16640.2153,18099.3894,18216.5466,15764.8844,21748.2678,17601.5892,13045.6552,13589.4368,17081.0526,16183.2927,21126.6941,10827.2131,16847.4455,8507.334,17723.9181,15084.1752,3433.1802,7777.0117,9669.7737,3106.0884,7605.3477,7640.213
3837.3051,3028.5112,0,4260.5096,0,0,0,0,0,0,25416.2678,0,0,2254.4381,2988.4735,0,0,2465.3927,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6119.7022,0,0,0,3130.8403,4498.2572,0,0,0,3867.2386,3606.2312,2254.3062,2492.2856,5567.9419,4023.8836
3757.6157,4047.4754,27953.9285,4434.929,0,7722.4467,3972.6961,5372.6029,7687.8874,5443.236,0,3406.9536,0,3895.0487,4022.3414,0,11509.5448,0,2308.9167,4868.4265,7472.9843,8794.2959,11140.582,6042.2779
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901.2154,9034.7131,0,2243.452,0,3600.702,0,2741.0124,0,0,0,8659.7928,3616.9948,0,3806.9793,2286.5713,3586.2789,4770.6026,0,2912.2414,2146.574,0,0,3322.6351
0,0,0,0,0,0,0,0,0,0,6418.6461,0,0,3492.2382,0,0,0,4913.8768,0,3116.4453,0,0,0,3052.5397
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450.4859,0,0,0,0,0,0,0,0
3991.7763,3760.8621,7111.91405,5041.16745,16695.808,2058.1297,3498.5448,9707.27785,5327.2888,8561.83615,6686.74555,8619.8179,7768.9868,3383.82925,3072.4573,4890.46515,5289.2594,3643.5847,0,4627.59185,4910.838,3053.5294,3545.118,2978.4571
0,0,0,0,0,0,5624.2785,8025.042,0,0,0,0,0,0,0,0,0,0,7293.7843,8316.8927,15905.6665,5951.8343,2538.1231,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404.544,0,0,2047.3707,3247.8839,0
0,0,0,3367.4908,0,0,0,6955.1239,0,0,0,0,0,0,0,0,0,63481.5361,2796.8902,10050.1071,44220.1845,6116.4484,2521.9169,5846.719
11257.4235,14850.3357,4280.867,6383.915,4785.8193,9829.5558,0,7360.9264,6419.3367,12699.5023,4018.8721,0,5705.8756,7534.104,8588.7611,5197.8856,11067.3927,4815.8139,2855.7811,0,4329.9224,6053.7734,5947.9688,7434.993
4304.1815,3151.1739,0,0,7315.0786,0,0,0,6981.1235,6280.426,5012.2658,22142.763,0,3410.2714,0,12786.568,0,5157.8549,0,2455.5287,4032.6812,3985.9812,4192.0658,3435.358
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2311.8487,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7840.2802,0,0,0,0,0,0,0,0,0,0,0,3481.3054,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2524.1404,10360.8917,0,0,0,0,0,5636.4958,3262.9128,0,0
0,0,0,0,0,0,0,0,0,0,0,2423.5343,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8150.7281,5086.3452,13787.0075,9961.5557,37016.2988,5953.9083,5211.0195,18809.1271,9351.233,17113.7101,11904.6122,17752.3407,12004.7045,4054.9503,7343.7125,7674.163,8963.008,9179.9801,0,0,5127.6215,0,3645.7413,4918.9336
0,0,4142.1452,0,0,0,0,0,4528.2983,3722.0309,0,0,0,3819.6372,0,0,0,0,0,0,2929.7643,2637.7835,62703.0062,48030.7181
0,2925.5378,0,0,0,0,0,0,0,4380.2787,0,0,0,2074.4806,0,0,0,0,0,0,0,0,0,0
0,2465.8135,5782.3642,4623.0471,0,4441.3478,4901.9443,7012.2371,0,3011.3115,5231.0572,4527.8291,5237.8133,3162.1599,0,3488.1931,4006.7329,4589.2592,0,0,2983.9524,0,2184.3859,0
0,0,0,0,0,0,0,0,0,3348.41875,0,3192.789,0,3071.4008,0,0,0,3446.8027,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41665.0225,0,23307.12265,49543.5516,54587.4615,20083.1805,29746.147,33138.9813,49708.2034,22532.1774,0,19016.4808,62819.3664,5720.8715,56016.9884,16186.0565,62989.2533,62988.2981,8841.8547,22971.3874,14682.7174,4600.0892,9941.3245,0
4206.4765,2875.1137,2814.2248,2360.9453,2831.9163,3055.4836,2366.2379,4489.9163,3360.8975,2423.0371,3349.7478,4318.864,3309.84,2258.158,2594.3386,3713.9038,3479.0818,4121.7827,0,0,2248.0568,0,2036.3936,2303.8059
0,3731.0278,7523.1288,5038.1147,0,47156.6724,4824.4622,3784.776,0,0,51651.3459,7281.9889,11076.5948,24582.3657,10604.403,4226.9946,0,41418.4707,12878.772,19304.4109,21018.6065,12083.7567,8824.2225,23659.5659
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7364.7249,0,3971.1723,3049.2547,4479.7261,0,9666.923,2957.0874,4308.9577,21057.3858,3483.7277,7803.8619,7040.3002,10777.5645,9396.5325,3362.8524,5291.8942,5024.9142,8649.6267,16036.9833,9040.596,6322.0604,5229.6682
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3214.4368,0,0,0,0,0,0,0,0,0,0,0,0,0,2917.7237,0,0,0,0,0,0,0
0,3729.0828,4550.1476,0,0,0,0,2575.918,2453.0822,2206.123,0,5955.0935,0,2147.3428,0,3533.858,4165.6195,2016.9673,0,0,0,0,0,0
5748.2139,2210.9794,5758.0774,4175.8975,3513.4032,4576.4104,4962.331,6639.4182,4116.3177,3653.0298,4717.7157,4777.5671,5024.8594,3627.5316,4625.7401,4240.6273,6098.7597,3094.3973,5125.8102,5866.0519,13604.144,5818.1683,5999.0863,5229.8431
0,0,2847.9521,0,0,0,0,0,0,0,2740.9738,0,2089.4641,0,0,0,2077.8147,2546.1817,0,0,0,0,0,0
0,0,4689.1332,0,0,0,0,0,3044.8522,0,0,0,0,0,0,0,3715.9541,0,0,0,4240.9699,3186.9112,3807.8322,0
0,0,0,0,0,5505.0048,0,0,0,0,0,0,0,0,0,8169.43,0,0,0,6006.0514,0,4603.2366,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33724.3633,19907.1708,50954.5644,16598.2412,23186.5958,26695.6627,19332.4186,21958.6392,33797.2283,22059.9795,12435.5256,27012.7518,29368.9174,11987.1045,27213.4848,12439.257,47951.688,7787.4664,7035.8991,10796.9228,24673.9187,30005.7242,30240.861,23781.7709
0,0,0,0,0,0,0,0,0,0,0,0,0,2342.0757,0,0,0,0,0,0,0,0,0,0
0,0,0,5331.8924,0,38336.4753,20784.5762,0,0,0,0,0,0,2466.4697,0,0,0,0,4011.5184,0,17149.8711,6603.6169,7508.348,36569.8489
0,0,0,0,0,0,0,0,0,3697.1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5748.0652,0,5758.6981,0,0,0,0,0,3724.5891,0,0,0,0,0,0,0,4614.7717,0,0,0,0,4663.5116,3550.3285,0
0,0,3511.589,0,0,0,0,0,0,0,0,0,0,5328.4142,0,0,0,0,0,6168.8076,7563.6955,0,2617.2922,5731.9181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17870.4152,10657.9068,22621.9483,20004.9482,24515.1888,14879.8764,18809.0036,25362.9994,18995.8847,16766.2144,27375.3371,25084.3003,23358.2375,10356.6564,16086.0265,12685.5165,18765.6377,17010.1,2055.9474,7493.4019,11471.6234,2018.2543,7655.0783,10460.4607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13845.078,0,0,0,0,0,0,0,0,0,0,0,2888.1634,0,0,0,0,0,0,0
40253.7709,36256.3648,6209.2528,79173.3834,54904.4073,24144.3413,41896.9977,26280.7827,19760.014,11309.5534,38004.3771,29567.8354,22567.3287,0,61055.3358,21009.7227,26370.4053,37809.9738,3875.2919,16127.7816,2508.6649,6295.4839,7510.2722,9794.2422
39424.7126,32242.6975,88274.9496,46845.4458,28605.0945,27489.7301,34412.8958,45262.9947,33769.8155,47078.6226,19384.8997,73191.6824,66152.8961,26626.255,60002.8024,20426.1311,82171.4174,38549.9304,10834.8745,33732.0815,29522.6862,26009.5113,17396.0434,25162.9551
4768.8909,6520.0962,5245.7117,0,0,3914.8999,4669.0872,2929.291,6686.3034,16413.004,0,0,0,4214.0715,0,2858.7179,7280.6376,3732.803,2404.7169,2234.2421,0,3224.6594,4025.8681,3376.854
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5876.6389,5477.2885,12471.0365,4238.7959,25852.1537,5380.3956,5442.3599,16228.3603,9464.0788,11461.3728,13441.8316,17018.4894,11288.103,5525.7484,6333.426,8720.5749,8733.1563,6477.6518,0,4196.9963,6079.9236,4354.6207,5406.5298,16263.5506
5262.1109,0,0,0,0,0,0,0,0,0,0,0,0,4120.3469,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4940.6527,0,0,0,0,0,85363.1581,0,5913.4974,0,0,0,0,17884.6821,2264.9334,6121.0161,0,9087.5074,12496.2076
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6209.9703,4743.629,10560.4972,3154.869,0,4232.0221,11112.1734,2972.0798,2365.3358,6813.9943,0,10829.5743,3162.5529,7019.8281,6603.2315,4641.5248,2826.21,4342.0257,0,7322.5291,0,2429.2737,2127.3832,3173.5454
0,5212.1055,0,0,0,3727.9892,0,0,0,3821.8223,4330.855,0,5613.5516,3023.4329,22609.1464,0,0,0,5535.5089,0,3661.5459,10403.194,3367.5872,4767.3079
6667.5415,8412.551,7450.7651,7579.807,6579.7612,24954.1811,9063.2582,8076.0688,6055.0759,8169.3148,8276.9358,11147.9198,5711.0498,4803.4729,8421.2417,4805.969,9326.4354,12965.2694,2466.4455,4664.1619,5246.5022,3368.7046,5494.558,6039.2297
2189.8959,0,0,0,0,0,0,2644.8041,0,0,0,0,0,2245.0995,0,0,0,0,2802.1658,4894.6878,2497.9089,0,0,2398.889
13329.5168,8985.7897,18198.3558,13884.172,22538.5715,8891.8747,17458.8493,21758.283,13607.2767,12788.2399,21153.1505,19960.1034,16640.0784,7773.6313,11121.0586,12081.5718,14140.6296,13564.5097,0,4914.8806,8387.4601,0,5001.6627,7284.0419
3053.9444,0,3294.49005,3499.001,0,4317.1726,4031.3133,3274.1944,4539.1679,2515.4593,2582.9115,8826.8826,2402.5287,0,3214.5712,0,0,2786.871,0,0,5324.9814,3057.7926,4906.2374,3078.5623
8267.3835,5423.8869,9492.2358,7614.1831,6475.2387,7426.1327,11406.0072,8506.7688,7418.2584,0,9361.2491,0,7424.5727,0,7142.4714,4951.4265,0,7783.1479,0,4469.2125,4912.5024,0,3470.747,4311.7438
3080.8616,0,3050.6834,2456.17,0,2322.0493,0,3538.4958,3174.0575,3473.5248,4278.8347,2877.6796,3056.7354,0,2309.392,0,0,2939.4964,0,0,2604.3065,0,0,0
3835.5418,3022.6644,10494.5116,4675.4439,29757.7153,3364.2825,0,7888.1837,6137.5161,13703.7448,8556.0698,13489.5682,6758.7748,2967.401,3809.5299,6295.2127,6236.6872,4542.5531,0,0,3476.8576,0,2043.9657,2425.8111
4042.5514,9588.8146,2663.1191,4326.7161,2226.2242,3038.9355,0,3132.5666,0,2731.3327,0,9285.9915,9028.4989,8057.1464,5974.8138,7016.8697,3108.4081,2511.9493,14421.9865,13544.3296,27364.524,12412.5218,4417.8778,9115.8431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102.0934,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4491.3901,0,0,0,0,0,0,0,3640.8472,0,0,0,0,0
0,6866.8223,0,0,0,0,0,12969.8579,5808.6918,7900.2534,0,0,0,6025.0409,0,0,0,0,5167.7752,0,0,4439.5278,3450.8881,3669.9862
11275.7932,7731.9329,12681.4081,10205.3714,0,8682.6782,10823.6378,0,9559.1206,0,0,15365.3836,12609.2236,7763.8244,0,10836.8298,11791.9277,12628.3442,2421.9825,0,8147.1391,2546.7921,6463.0471,9091.2572
13854.5403,8680.7835,19533.7718,12324.81,27774.6286,8959.0273,11144.5313,22951.1857,14155.7519,15688.058,21269.6863,24550.485,17720.6748,6844.3447,8907.7078,16161.4164,12858.7872,11303.3816,0,3914.9037,9975.5882,0,5753.4071,8330.9175
0,3966.7727,0,0,0,4260.1317,0,0,0,6617.4991,6072.9335,0,0,3523.948,0,3936.782,0,0,10484.2266,7542.1924,4185.2587,2477.4642,4135.9502,3601.2506
3115.8519,0,2961.4198,3226.626,3040.4509,14225.1378,4433.1965,10442.6438,2104.9973,3915.0803,2970.5836,2303.0749,0,2030.5447,0,2520.9406,0,3423.3998,0,0,0,0,0,2780.6204
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999.1203
0,0,4808.022,0,0,0,4379.0664,0,2063.2999,4096.4277,0,9510.1819,0,2562.7696,0,0,3805.1482,0,0,0,0,2012.4226,0,3960.2575
0,5108.0156,9589.8795,10373.7148,12637.6726,4817.6872,0,0,9216.9969,7673.889,10813.3443,13205.1289,7552.6088,5428.9022,0,6937.6758,0,0,0,0,4258.7447,0,3387.267,4462.1826
116586.4059,75319.1702,33219.8301,133376.8153,110404.2268,66456.1588,107463.8323,96546.7082,69969.7439,39499.7998,99433.1812,67366.6408,129423.4579,22491.3149,141698.4188,46118.956,97248.7932,97651.3551,56475.7557,62402.6986,37900.1126,40240.0514,47029.9911,63983.5653
0,3017.658,4257.0768,4365.0591,4963.0279,4823.4864,0,0,0,0,6995.2975,0,0,3219.4665,5183.437,2310.2328,0,0,5148.7311,4171.9183,6346.8283,0,3891.6079,6376.7364
3090.2731,0,0,0,0,3718.3485,0,0,0,0,0,2754.7851,0,2379.3003,3740.3858,0,3608.6954,3540.3479,0,0,0,0,0,0
3359.2752,2256.5653,4100.5085,0,3182.8407,3931.3864,6491.2123,5402.781,0,2935.9818,5406.4983,3509.1161,4332.0491,0,3346.9002,0,3593.361,3867.4236,0,2164.1969,2361.4261,0,0,2007.9628
7752.64245,6345.6466,11287.57195,8240.9956,0,6559.0857,11675.309,11917.9548,8256.33,9733.5376,9954.68425,11867.54115,10369.8852,6747.0693,7446.38515,6285.74815,8658.31125,7613.9628,2530.6919,4306.7445,5335.1721,2417.8419,5976.99495,4719.46655
6261.8432,2861.0309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3845.9563,2578.0814,2763.5522,5848.5058,0,2590.5168
0,0,0,0,0,0,2484.5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9128.6489,6445.5165,9206.4432,8227.3302,8606.4704,10024.1249,11866.7708,10483.7889,6145.0441,7371.3761,9623.3444,7596.6541,10569.3202,4935.8528,10858.8817,3816.7246,9629.0588,9221.7698,2159.701,3453.2603,6208.2885,0,4101.2637,4963.4831
3142.3229,0,3331.6962,3195.7652,0,3690.2758,3936.125,3978.0113,2619.2112,2038.8659,0,3092.5681,0,3986.5883,3945.476,3070.7268,2849.7761,3209.6014,0,2013.4865,5979.0061,0,2377.948,0
0,0,0,0,0,18145.5907,7259.2711,0,0,0,26863.6108,0,17737.7953,5194.8377,9634.7635,19725.3684,0,0,8891.0538,24389.0416,40660.0271,5591.4265,11303.7309,9152.1473
0,0,0,0,0,0,0,0,2367.5574,3368.1553,0,0,0,0,0,2035.2878,0,0,0,2610.2594,0,2780.6287,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227.4452,3894.5341,6711.4383,5070.9737,6297.3581,7488.3173,6368.6061,7324.2429,6487.4187,6416.7052,5591.8845,6130.6736,6409.7698,5158.0034,5271.0612,4581.3752,6079.5661,31355.8245,3745.7798,11232.6994,9347.6604,3193.6692,5219.2653,3543.7085
4584.2946,0,0,0,0,0,0,0,0,0,0,0,0,2055.4131,0,2699.3744,0,0,0,0,0,6235.651,0,0
0,0,0,0,0,19240.3492,0,0,0,0,0,0,0,2132.2033,0,0,0,0,0,3531.1187,3981.8692,0,0,0
0,3064.4324,0,0,0,0,0,0,0,6929.7864,0,4905.0193,0,3285.6954,0,0,0,0,2021.0165,0,0,2530.6022,0,0
2630.4712,0,2661.8621,0,0,2244.1847,0,2866.7705,0,0,3504.4411,2772.5224,3869.3893,0,2873.4422,0,2411.2779,3184.6704,0,0,0,0,0,0
4677.0495,10494.7687,5131.8664,0,0,0,0,0,10312.4416,9775.8878,0,0,0,4671.7953,0,3069.5869,6451.8615,0,0,2153.1523,3151.2427,3622.4154,4284.4923,5756.1667
9005.0465,5303.1211,9746.9443,8831.959,8608.3428,7723.6472,10788.6255,11278.6067,6611.8134,7098.4254,11636.8837,8921.6244,10127.5601,5847.4505,8915.7769,5240.2459,9454.6942,8544.4313,0,3953.0136,5467.3054,0,4299.374,4797.2907
3395.8588,0,0,2123.6497,0,0,0,0,0,4417.6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4763.4385,0,0,0,4205.7225,0,0,0,3550.7991,0,0,0,3788.9679,0,2136.4621,0,0,0,0,7364.5455,4538.7721,2035.2691,2121.5853
25784.0227,17495.3111,13041.4422,24264.7917,13776.7187,13338.7632,14440.6494,14667.4114,5749.0007,9405.2268,139942.8566,102760.4062,25238.0534,17592.5305,22999.9887,20360.2821,15376.0922,21506.1961,9539.4936,7149.5627,8877.3191,14523.6833,16956.1899,23521.9572
13479.3778,10203.4731,6625.8526,4419.543,2725.2635,4598.5915,3804.6813,4963.9319,5648.677,6799.9894,0,12400.3665,3205.8487,6550.9707,6005.6759,5798.6331,8702.4464,3583.8816,6738.1471,2511.9351,8613.0838,7743.8311,8095.1692,9313.6423
