"AcanQuad_1","ArioFeli_2","ChaeFabe_1","ChilShoe_1","ChilShoe_2","GimnMicr_1","GimnMicr_2","HaemBona","OpsaBeta_1","OrthChry_2","PrioPunc_1","SphoSpen_1","SphoTest_1","SphoTest_2","SphoTest_3","SynoFoet_2","SynoFoet_3","UrobJama_1","Sdmt_A","Sdmt_B","Sdmt_C","Wtr_A","Wtr_B","Wtr_C"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13255.1223,0,0,3141.1834,6546.433,5599.4074,7263.1048,5897.8633,3868.9973
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986.5346,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9650.0815,25078.6772,73484.1468,2179.7946,3048.3367,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5185.3406,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406.0358,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.6165,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4709.6603,6901.4109,0,0,0,4007.478,0,0,0,4568.33,0,7658.0109,0,5691.0086,0,0,4853.5326,0,2513.4663,0,0,2226.8693,0,5030.6696
0,0,5365.5161,4251.5843,0,0,0,0,0,7045.7491,0,0,3374.34,2855.7014,0,0,4606.2936,0,0,2404.4778,0,3278.3869,0,2447.4612
6730.3624,4245.2462,6219.4331,3133.3108,5590.6663,5424.2467,8555.2321,8769.5185,4023.0997,4392.2878,8416.1667,5709.5678,6197.171,4265.9673,6174.6869,12080.9846,5886.0078,6192.4156,2412.8901,4468.2567,4428.987,0,3522.2769,5152.35
9769.4143,6468.8797,13812.7375,10304.8884,9482.9894,16334.26,16309.9843,15165.7409,12713.8381,8918.7566,4232.9112,13857.067,15914.1177,5167.7062,10311.9669,2723.9455,16619.6155,5346.8885,2950.5222,6943.872,11798.5572,7380.0547,8405.7356,7554.5495
0,0,0,0,0,0,0,0,0,12463.5512,0,0,0,3270.6339,0,0,0,0,0,0,0,2609.9724,3478.7813,13353.2294
2959.2987,0,0,3261.7497,0,3292.3464,4273.2711,2660.1502,0,2179.0002,0,0,0,2216.2511,0,4116.2175,0,3080.0135,9915.3605,0,3741.4776,0,6165.1341,2674.8435
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7193.3085,5036.3532,0,4962.2946,5032.2874,0,0,0,0,0,4763.8942,5143.4863,0,4415.6719,7094.2422,0,5615.6748,5839.0468,0,13564.9775,0,0,0,0
14392.5444,12443.2784,19397.502,12769.1177,10285.0458,10365.8906,13328.345,13185.2556,12952.933,8595.8646,14554.9369,14286.5314,15951.8843,6395.6214,13506.0407,7658.3657,23359.423,8783.9414,2623.1349,5278.6244,10549.3908,6122.7433,10496.1957,10025.7721
16007.5269,10623.1582,23151.726,17835.1182,25095.328,12836.3001,16980.4953,25958.0132,18410.9877,19623.3013,28274.3493,25639.3247,22473.1448,10862.9029,14783.443,14914.5212,18238.5135,16904.9447,2134.502,7518.6012,11029.5302,0,6767.5993,9308.2704
12405.3099,22310.4984,11900.8326,10701.8391,7048.5906,8085.9687,9168.9691,7593.1106,7254.9327,17088.532,6429.4721,16346.6199,37217.0474,10832.858,11795.0158,14685.9896,13349.0159,7132.6394,17348.0491,8381.9265,12938.9551,11431.1742,16198.0354,17113.2016
0,0,0,3441.5198,0,3067.7654,0,0,0,0,0,0,0,13003.2483,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4151.4962,0,0,2009.633,0,0,0,4428.2645
8223.9165,3409.0455,27210.7841,5710.5042,12175.3064,11269.8476,0,7898.2558,11526.1301,7670.4261,0,9001.6728,6534.4326,5164.8708,6055.7601,4145.8318,18543.7851,0,3530.7589,11142.1275,17890.069,8844.676,14025.9947,6411.9662
19902.0301,25403.4284,10271.5698,9860.6917,10766.2976,16627.1203,11931.1391,11470.5092,10733.8964,11223.9205,17424.2153,15864.2836,23200.9147,14687.2484,22063.8082,9847.0442,16528.1018,15418.0056,28471.803,14437.8505,16663.0897,30481.6504,20071.1506,27443.6618
4364.0707,2413.0482,6767.1504,0,2023.9907,0,3047.714,2726.9229,3673.4541,7276.3781,2888.8208,6419.2264,2968.0638,5603.1369,2935.3286,2320.9178,3312.4356,0,2877.9826,15262.4184,5954.3695,2352.36675,3701.582,3844.8486
2988.999,2746.2319,7043.2903,0,0,0,0,0,0,0,0,6163.5156,0,3272.9231,0,5324.3563,3088.4959,3529.5516,0,2175.7421,0,2713.1115,0,2319.6344
0,0,0,0,0,0,0,0,0,0,0,0,0,8063.8057,0,0,0,0,0,6149.5706,0,0,0,3861.0268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6349.7188,3285.4463,7197.3756,6511.5991,6979.1331,6179.3388,8937.9027,6337.8653,5210.1833,6615.5374,5890.19,6690.6177,7236.3992,4024.8793,6271.4236,3812.0268,6872.8698,6445.8611,0,3114.6248,4616.0621,0,3117.3514,3316.9883
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4816.1543,0,0,5655.1033,0,0,0,0,4909.8138,0,0,0,0,0,0,0,0,3877.3385,0
4738.702,4663.4185,6365.6814,5665.3452,19811.0815,0,0,10515.5283,0,11553.0273,5133.9943,8775.9412,5640.3357,3634.347,0,4865.7962,5995.9556,4691.0095,0,0,2529.5016,0,2291.3942,2981.9426
2985.4369,3821.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3356.3416,3709.3886
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30849.619,16352.6876,0,44588.4505,23071.4453,14357.3193,13188.5802,0,6232.2764,0,0,0,6154.0273,5142.9158,33264.2132,7994.8649,15765.7543,21465.0708,8436.6523,8056.9045,6518.2954,10713.0533,7932.9949,22948.4855
7850.8573,5609.6519,17684.0192,0,0,0,4823.4194,0,3771.7581,5023.464,0,12385.2782,3346.0594,10870.3946,8112.4123,5541.9956,3345.3625,3118.0494,4187.7316,4746.2076,2534.2907,3626.4365,4859.9679,4157.4446
0,0,0,0,0,0,0,0,0,2305.5732,0,0,0,2142.5564,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9864.3786,5823.2382,11229.0431,12089.4459,9325.6266,9270.295,15031.6979,11562.1289,8759.6099,4796.4344,13239.0589,12306.5186,12313.4064,5863.0409,9775.5789,8497.6391,8981.9211,8964.3435,0,3839.8519,5711.0494,0,4482.8274,5527.6226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341.2441,0,0,3098.1649,2178.1368,0,0,0,0,0,0,0,0,4009.1935,0,0,0,3243.4351,0,0,0,0,0,0
6286.62165,4258.2364,6665.2856,6101.4345,10554.3783,4821.4733,5508.7294,9787.5498,6649.0492,10805.4534,8175.7581,8329.20015,7318.6157,3922.2843,6493.6954,6413.5373,6442.9592,9906.37505,4304.2546,3935.013,3835.3763,5230.0292,3726.1474,4568.1532
11015.4873,18394.3139,0,4146.8128,4797.3056,11513.4885,5321.0176,11036.382,5556.2485,8241.4375,2899.4613,14385.6829,6826.5974,11420.6205,12221.1953,5183.1475,10763.2707,9104.8882,7344.3022,9451.4227,7791.6117,4731.2815,9013.7861,10350.1239
9970.1142,20511.2883,12423.5337,7236.5631,5673.6625,5324.6197,9805.8793,9874.6856,15995.4534,25071.0578,6761.7392,7819.1443,5651.9269,5898.7741,9395.5186,8296.2845,13278.8923,4600.205,4458.1663,4875.4204,3716.9116,6482.6669,7284.0979,7215.1564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145.0732,2975.6569,2739.2505,2245.775,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250.9849,0,4866.5894,0,0,0
0,2953.9074,0,0,0,0,0,0,0,0,0,4786.2547,0,2192.2672,0,0,2363.6325,0,0,0,0,2076.9082,0,0
6286.0056,3590.5124,6969.7782,7012.3,6432.8705,6412.8403,7638.8766,7923.3883,7448.0581,5457.8721,8108.0319,8246.0748,5695.0706,7711.3302,6313.6937,4604.6452,6966.4158,4446.9982,0,3093.1121,3485.6822,0,2661.0501,3106.284
12981.1441,9383.58225,0,4595.5165,3595.9133,6355.9932,13865.0951,9638.268,10972.1651,0,13667.1603,0,20136.7731,6424.45675,15336.8734,6122.4899,14583.3427,6028.7116,2609.806,0,8832.7408,4314.4935,4465.8591,0
2385.7095,9171.1945,5739.7188,4447.0735,0,4250.0477,0,0,8502.1174,5021.8435,5786.9144,7028.2362,5406.6597,2217.0315,3215.4755,6418.1256,2062.487,4559.8603,4409.44695,4932.30465,0,7234.2411,10365.6466,7258.2567
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6873.0215,4183.7287,15704.2664,5072.1948,5161.0125,5271.3372,9205.6669,5627.9461,6206.6447,5831.7742,0,8396.8917,5625.6755,4784.6395,4718.2412,3240.1221,7004.3515,6732.3597,0,3068.732,3987.8046,0,3535.984,3253.0874
17040.0752,34513.7538,5516.1873,48692.7907,34714.4059,103421.7666,58030.1825,10375.1476,3700.0773,11321.1531,50051.4193,81540.4573,116931.7952,115810.2155,48324.6961,41193.6435,36022.5786,102969.974,4415.9415,21731.4937,7406.109,20504.1288,72864.7947,21454.3285
0,0,0,0,0,0,0,0,0,3245.8298,0,0,0,2386.1157,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714.2184,5829.8855,4978.7433,0,0,3561.6035,4244.0099,5132.4725,3514.743,10500.3732,0,0,0,5589.7402,4046.5255,4783.2863,3665.64,0,17135.7459,4502.3311,6766.0435,6149.2912,5247.7667,5704.6212
10359.73375,9080.7552,12518.4461,13053.5706,12456.4132,8183.27175,14651.3552,17176.7471,10129.182,5688.02625,0,9382.29365,9706.4503,7852.9057,9225.02365,0,10104.1481,0,0,4419.7469,5240.60605,3086.7617,5744.55635,8289.45375
4697.912,0,3628.7243,3485.3689,0,0,5470.8311,4693.1855,0,0,4344.231,0,4296.4638,2369.3113,0,0,0,4123.261,0,0,2303.9407,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3157.4516,0,0,0,0,0,0,0,2135.7726,0,0
7553.9396,5448.8109,6044.5993,3577.5297,0,0,0,0,2443.2959,4091.2078,0,0,0,7921.2547,0,0,0,0,4467.2788,4071.2728,0,3904.9478,4658.5214,2506.7147
5151.5741,4499.9122,11338.4035,5508.2212,5420.155,0,0,0,0,11849.7404,0,6158.0529,6902.9169,13970.4357,7663.7877,4950.8047,0,6584.5345,2359.3946,2655.3633,14472.6753,3479.0649,2672.5456,3953.16785
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129.7935,0,0
3987.2086,0,4790.2841,3872.8171,5016.0482,3062.3355,0,5055.0185,3484.2272,0,4134.3647,3840.877,0,2379.5864,0,2824.8665,4220.2034,3722.7542,0,2633.092,3161.9045,0,0,2325.0812
12012.7622,6566.0422,11516.6514,11627.2656,12150.4436,10795.7158,0,14565.6244,9340.2716,8308.3063,12632.8737,10946.4796,11449.0612,7872.0122,12541.9197,8439.2051,11320.5642,9548.7459,2670.9751,6482.2742,7570.5102,0,6359.0085,5605.0033
4991.643,3171.3756,8871.2236,7524.8347,0,4659.8895,5628.4181,6912.6398,6679.4548,7180.9366,0,10035.7538,6405.2805,3987.2386,0,3341.6878,7927.9463,0,3010.7121,3827.897,4083.3049,7276.1157,3908.2514,3583.2484
6278.3574,3687.7831,0,0,0,0,0,0,0,0,0,5204.1685,0,4704.7537,0,5728.0287,0,0,0,5024.1888,3696.4046,0,2759.6242,0
0,0,0,0,0,0,0,0,0,5292.1672,0,0,0,2442.6418,0,0,0,0,4105.1804,17384.9856,4257.2687,3368.7046,8260.4048,2315.6491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20590.2564,19832.7712,0,25157.6699,18401.8207,17504.5375,22133.656,9674.8435,10749.4664,0,0,9270.991,8797.968,10068.6236,34814.8527,0,10816.9513,23546.3172,29737.9483,22124.7151,42384.1356,10025.1647,11002.0985,18794.0017
0,8242.4175,0,0,0,0,0,0,0,5946.0311,0,6134.8035,0,7531.1125,0,0,0,0,3906.6857,5695.8011,7874.5503,3142.405,4970.125,8357.7397
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2363.2484,0,0,0,0,0,0,0,3085.4813,0,0,0,3133.2596,0,0,0,0,0,4246.7729,3639.4059,0,2238.5648,0
11595.6412,9088.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2771.5313,2796.0607,0,0,0,0
0,4790.5994,0,0,0,0,0,0,17967.2612,5677.9988,0,0,0,3000.1253,0,0,0,0,13520.4774,5533.1055,15256.1483,2050.9708,3579.692,3565.0254
0,0,4048.0553,0,0,0,0,0,0,4695.7901,0,0,0,3682.8611,0,0,3120.109,0,5866.6131,11413.0845,10122.1675,6769.5504,23403.6139,3481.2817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8394.7837,0,0,0,4624.8989,0,3598.1622,0,4005.2692
0,0,0,0,0,0,0,3119.4862,0,0,0,0,0,0,0,0,0,0,0,2671.824,5319.1873,2627.278,2407.9863,0
5265.2552,5269.1328,0,5654.6216,4904.4625,3711.9643,0,0,0,4632.8277,0,0,3895.2603,3774.4527,5396.6427,0,5368.21,3734.5636,0,0,4460.2657,2133.9621,5385.3881,3946.9151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10471.9808,6170.0925,11609.686,12303.9845,11495.3138,10052.7885,10530.1096,0,7148.758,5888.3738,12873.2243,9493.1028,11909.1339,8071.6356,14238.4526,7792.9423,13281.0067,9777.0446,0,4192.2932,6477.1088,0,4369.3217,5362.0924
0,0,0,2065.1028,0,0,0,3020.5172,0,0,0,0,0,0,0,0,0,2145.1766,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4885.7291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202.6252,0,0,2141.9412,0,0
0,2904.996,0,0,3439.8228,0,0,0,0,10534.5241,0,0,0,0,0,3462.4361,0,0,0,2114.8451,0,0,0,0
3832.1214,0,3916.9843,4471.407,0,3727.0657,6379.6975,5517.496,0,3582.6982,5519.1395,3683.7418,3752.9444,0,0,3227.7329,4104.1792,0,0,2141.0002,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79098.7545,47105.7114,4090.6697,78636.3155,47848.3453,27283.4702,45881.4489,24987.4387,27763.5427,8593.5049,24827.0982,12888.1272,23526.4581,4160.823,69049.3083,21583.5734,41187.2743,54548.9224,7875.9793,13368.8902,0,3237.186,5217.1037,8148.2471
4245.652,2750.1818,14309.988,3116.9256,0,3178.3937,3737.8482,4251.29,6280.4369,7292.6177,0,5185.7565,6273.1101,3958.5984,8264.5895,0,14454.5707,0,2663.1816,3194.1217,5962.99,6825.3269,5913.9071,2263.6164
0,9896.9303,12026.2548,12074.2819,12327.3821,12287.074,13946.7167,14381.9471,7905.7756,9550.9222,11278.4904,11745.9273,12117.4716,8836.5203,11861.2615,8895.7157,11684.8743,10942.2396,2483.96085,4285.8083,6025.6571,3111.499,5677.1868,8068.955
6781.3925,3855.0952,5765.5264,7310.1629,5721.4798,6722.1193,7789.8909,7672.4053,4702.9283,4766.1387,8965.0693,7461.6166,6586.555,8304.0092,7558.2862,6876.3863,5068.8095,7072.2747,3976.6475,4732.3715,5004.5483,3221.4383,3865.818,7302.5188
0,0,0,0,0,0,0,0,0,0,0,0,11082.2763,0,0,5860.8783,0,42897.238,0,2749.0756,4347.8542,2105.8562,12272.0534,0
0,0,3050.4351,2684.2518,0,2742.049,8375.9046,4279.9259,2237.7463,2069.4174,0,3979.0078,0,2253.0594,0,2012.916,0,2931.391,0,0,0,0,0,0
3524.3475,0,0,0,3253.7205,3177.7473,0,0,0,0,4251.99,0,4364.1596,0,0,0,3276.6349,0,0,2481.0314,2735.906,0,0,0
0,2648.0008,0,3224.1838,0,0,0,0,0,0,0,0,0,2410.5418,0,19665.9134,0,0,0,0,0,0,0,2062.9064
0,0,0,0,0,0,5120.55,0,0,0,0,0,0,0,0,0,0,0,0,7481.796,15940.6508,2432.958,0,0
0,0,6693.6693,0,2257.7303,3810.0277,2961.4156,3557.8403,3150.0048,2343.6816,2754.4349,4327.4365,0,2716.194,3982.1117,0,4520.035,2846.2337,0,2032.8298,5567.5007,3105.5831,2602.323,5789.4852
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221.509,0
0,0,0,0,0,0,0,2104.6378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23873.8575,7590.325,15605.614,15679.2755,7886.402,14921.3759,8535.672,10206.7784,14578.5654,10478.4021,0,11835.1242,11021.9614,7047.5579,18916.3406,0,18070.6357,3825.4346,3613.6298,4908.4935,5463.2072,17754.7218,12895.1855,7672.2821
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.2158,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9376.7167,0,0,0,0,0,0,0,0
5431.7509,9125.7407,0,23538.0515,0,35089.5807,19491.7436,0,0,17443.9087,12087.402,15291.0282,16863.2793,7220.544,8690.3516,54943.3189,0,55779.4927,13271.6048,31162.4504,11539.7078,11630.2522,25498.1599,32623.371
4672.0782,3668.802,14546.7725,7843.1901,3661.9862,7526.7879,6654.582,9665.9519,14804.1651,4308.8383,2557.5505,6117.7737,16977.061,7024.1202,4235.9876,0,10629.1409,4669.9153,0,0,3138.0216,6362.0327,6281.4638,3719.9451
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365.1844,2904.4368,0,2598.4245,0
0,0,6189.3734,0,0,0,0,2053.446,0,0,0,0,0,2494.2775,0,0,0,0,0,0,0,0,2376.736,11359.1587
0,0,5542.057,2556.4345,0,4422.602,0,0,2450.8422,0,0,0,0,0,0,0,6560.8445,0,0,0,0,2738.6067,0,2497.8323
2551.8229,7826.3581,0,0,0,0,0,0,3070.484,3564.1046,7664.8855,4383.89,0,2653.7109,2282.8427,0,3266.3914,0,2975.961,0,2544.9525,0,2307.6629,3531.3906
3289.8046,0,3234.8129,0,0,0,0,0,2929.3442,0,4046.0182,3172.8304,0,0,0,2499.9274,3417.6621,0,0,0,2146.8566,0,0,0
2893.8434,2423.2171,13561.3344,4612.9007,0,4873.1861,8266.7598,4025.7442,2731.6897,4141.6153,0,4418.8546,0,4000.9995,0,0,6873.5883,3859.8331,2610.0658,0,0,3984.5074,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4006.3348,0,0,2940.3507,4117.1909,0,0,0,0
0,3837.2787,0,0,0,6896.8529,0,0,0,0,0,0,0,2776.3099,0,0,0,0,4626.8059,7666.8842,8683.6178,4968.634,2941.9656,2473.5837
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26375.3939,19925.4316,0,41776.8477,24629.0191,13424.9203,15474.5868,8597.9315,7368.4638,5737.3903,5381.6008,0,7533.1548,6952.4025,37210.2457,10327.838,16468.3243,22481.3609,11521.8823,13030.012,6478.8203,11423.1108,8695.5602,31450.5301
0,3311.4267,2464.1227,2393.1605,0,0,0,0,0,2100.7024,0,2537.0171,2401.2858,4830.2402,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606.1343,4777.005,0,0,0,0,0,0,2757.2113,6640.9885,0,0,0,3816.3596,0,0,3328.1601,3262.9513,0,0,0,2381.8622,0,0
0,2303.2157,5999.0674,0,0,0,0,0,2748.3613,4151.4068,0,3708.3734,0,2457.6253,0,0,0,0,0,0,0,0,0,0
3181.4277,4931.0028,0,0,0,0,0,0,2152.0195,0,0,6647.2945,0,4596.1237,0,0,3019.1319,0,2093.1764,3789.5898,3262.1154,3887.4106,5228.3993,3530.566
12199.4617,0,16290.5478,12360.8788,10527.193,8961.2251,16408.7329,14649.3521,0,13921.9468,0,12286.2255,12723.8966,5900.4995,12650.5978,8958.1451,14690.0207,8939.3738,3305.6664,11430.0155,9570.4421,4428.5171,7955.9985,7411.6064
13461.1498,12815.5407,12580.8469,8735.9129,9459.1707,8308.869,12943.5888,10142.1762,0,15287.9031,13961.1772,17291.3396,9342.9077,7241.6405,9647.9493,10706.7666,10226.1561,10103.2234,3073.3399,5843.2041,5327.2896,2620.5831,5563.3062,6447.6833
5388.7939,4422.7152,7753.6437,6875.7425,11522.247,0,0,9240.3102,8796.9008,7188.9143,10833.1185,10090.6935,0,5234.3774,0,4530.0915,0,0,0,0,0,0,2645.3313,3950.0883
9927.1465,0,11872.96095,7727.23615,0,8201.50045,13764.3399,11759.05785,9625.388,9012.43255,0,9814.9721,0,5233.12875,9114.61815,0,9458.40975,10753.4219,2471.1615,5439.818,6592.3466,0,0,6235.992
0,0,0,0,0,6320.4592,0,0,0,0,0,0,0,0,0,0,0,17865.4433,0,0,0,0,0,0
10807.033,9354.7625,13521.3478,11994.6209,10690.0167,9860.7311,13684.9144,12165.2537,9844.6257,10247.159,13792.7138,11358.1079,12076.4331,7671.1663,10559.4199,7757.5826,13014.3893,11111.1645,2231.3013,5283.6309,6379.2846,2477.6748,5388.7868,6469.4458
3015.3638,0,2352.3104,0,0,2924.2256,0,4565.0284,0,2126.9893,0,2637.4684,0,0,0,0,2702.7136,3146.7341,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972.204,3832.6525,6150.3955,4490.5452,0,4283.1438,5731.243,0,5188.7011,0,7600.9496,4831.6895,0,0,4627.5487,0,5103.3991,4970.9141,0,2625.825,3280.9423,0,0,4460.4295
0,2483.1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4317.9673,0,0
8160.5927,4098.0676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15887.3034,0,3922.1482,4145.4964,0
2254.0128,8777.4178,5297.2493,0,0,2733.9782,4115.5893,3366.4138,3883.5572,9725.958,2883.8598,9059.0477,2201.4366,5715.9551,0,5267.7415,4050.5602,3815.7014,2120.4736,4523.146,2078.1442,0,3321.6301,4926.3668
10558.6597,7255.1604,14986.5261,10961.248,15231.6544,0,10500.8484,16096.3699,12209.0801,13862.4216,10957.48975,0,11882.502,7558.6082,0,9457.8335,13600.5042,0,0,3862.2749,6432.4205,0,5070.9482,0
0,2821.7601,3345.9268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
